suite_bundle,stage,stream_name,family,program_name,space,scheme,base,horizon_multiplier,native_max_steps,max_steps,read_count,write_count,passed,failure_type,first_failure_read_step,query_address,expected_step,competing_step
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,256,1,204,204,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,32,1,204,204,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,64,1,204,204,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,128,1,204,204,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,256,1,204,204,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,single_head,64,4,204,816,1,2,False,tie_collapse,7,4096,2,5
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,32,4,204,816,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,64,4,204,816,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,128,4,204,816,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,256,4,204,816,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,32,4,204,816,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,64,4,204,816,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,128,4,204,816,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,256,4,204,816,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,single_head,64,16,204,3264,1,2,False,tie_collapse,7,4096,2,5
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,32,16,204,3264,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,64,16,204,3264,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,128,16,204,3264,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,256,16,204,3264,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,32,16,204,3264,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,64,16,204,3264,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,128,16,204,3264,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,256,16,204,3264,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,single_head,64,64,204,13056,1,2,False,tie_collapse,7,4096,2,5
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,32,64,204,13056,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,64,64,204,13056,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,128,64,204,13056,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,radix2,256,64,204,13056,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,32,64,204,13056,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,64,64,204,13056,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,128,64,204,13056,38,26,True,,,,,
offset,boundary,loop_offset_4096_memory,loop_offset_4096,loop_offset_4096,memory,block_recentered,256,64,204,13056,38,26,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,single_head,64,1,204,204,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,32,1,204,204,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,64,1,204,204,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,128,1,204,204,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,256,1,204,204,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,32,1,204,204,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,64,1,204,204,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,128,1,204,204,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,256,1,204,204,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,single_head,64,4,204,816,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,32,4,204,816,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,64,4,204,816,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,128,4,204,816,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,256,4,204,816,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,32,4,204,816,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,64,4,204,816,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,128,4,204,816,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,256,4,204,816,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,single_head,64,16,204,3264,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,32,16,204,3264,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,64,16,204,3264,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,128,16,204,3264,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,256,16,204,3264,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,32,16,204,3264,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,64,16,204,3264,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,128,16,204,3264,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,256,16,204,3264,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,single_head,64,64,204,13056,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,32,64,204,13056,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,64,64,204,13056,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,128,64,204,13056,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,radix2,256,64,204,13056,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,32,64,204,13056,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,64,64,204,13056,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,128,64,204,13056,152,153,True,,,,,
offset,boundary,loop_offset_4096_stack,loop_offset_4096,loop_offset_4096,stack,block_recentered,256,64,204,13056,152,153,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,single_head,64,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,32,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,64,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,128,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,256,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,32,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,64,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,128,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,256,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,single_head,64,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,32,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,64,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,128,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,256,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,32,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,64,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,128,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,256,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,single_head,64,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,32,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,64,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,128,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,256,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,32,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,64,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,128,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,256,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,single_head,64,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,32,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,64,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,128,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,radix2,256,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,32,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,64,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,128,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_memory,ping_pong_offset_128,ping_pong_offset_128,memory,block_recentered,256,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,single_head,64,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,32,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,64,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,128,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,256,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,32,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,64,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,128,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,256,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,single_head,64,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,32,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,64,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,128,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,256,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,32,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,64,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,128,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,256,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,single_head,64,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,32,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,64,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,128,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,256,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,32,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,64,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,128,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,256,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,single_head,64,64,16,1024,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,32,64,16,1024,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,64,64,16,1024,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,128,64,16,1024,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,radix2,256,64,16,1024,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,32,64,16,1024,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,64,64,16,1024,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,128,64,16,1024,11,13,True,,,,,
offset,boundary,ping_pong_offset_128_stack,ping_pong_offset_128,ping_pong_offset_128,stack,block_recentered,256,64,16,1024,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,single_head,64,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,32,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,64,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,128,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,256,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,32,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,64,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,128,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,256,1,15,15,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,single_head,64,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,32,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,64,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,128,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,256,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,32,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,64,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,128,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,256,4,15,60,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,single_head,64,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,32,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,64,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,128,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,256,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,32,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,64,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,128,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,256,16,15,240,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,single_head,64,64,15,960,4,4,False,tie_collapse,15,512,14,1
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,32,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,64,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,128,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,radix2,256,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,32,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,64,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,128,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_memory,ping_pong_offset_512,ping_pong_offset_512,memory,block_recentered,256,64,15,960,4,4,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,single_head,64,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,32,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,64,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,128,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,256,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,32,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,64,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,128,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,256,1,16,16,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,single_head,64,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,32,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,64,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,128,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,256,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,32,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,64,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,128,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,256,4,16,64,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,single_head,64,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,32,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,64,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,128,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,radix2,256,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,32,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,64,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,128,16,16,256,11,13,True,,,,,
offset,boundary,ping_pong_offset_512_stack,ping_pong_offset_512,ping_pong_offset_512,stack,block_recentered,256,16,16,256,11,13,True,,,,,
