branch_id,candidate_id,unique_address_target,horizon_multiplier,checkpoint_depth,hot_address_skew,seed_id,family,comparison_mode,base_program_name,seed_variant,base_start,scaled_start,base_max_steps,max_steps,base_unique_address_count,padding_unique_count,flatten_rounds,padding_base_address,expected_padding_instruction_count,target_wrapper_call_depth,source_runtime_stage,base_runtime_stage,program_name,base_variant_program_name,runtime_seconds,ns_per_step,exact_trace_match,exact_final_state_match,first_mismatch_step,failure_reason,failure_class,exact,read_observation_count,memory_read_count,stack_read_count,reference_step_count,memory_operation_count,memory_load_count,memory_store_count,unique_address_count,hottest_address,hottest_address_share,failure_axis_tags
u8_h2p0_cbaseline_kbaseline,u8_h2p0_cbaseline_kbaseline_seed0,8,2.0,baseline,baseline,0,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,60,120,2560,5156,6,2,0,20640,4,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_120_a280_s0_r21_u8_h2p0_cbaseline_kbaseline_seed0,bytecode_helper_checkpoint_braid_120_a280_s0,0.06644490000326186,20751.061837370977,True,True,,,,True,2773,842,1931,3202,1450,842,608,8,280,0.33241379310344826,
u8_h2p0_cbaseline_kbaseline,u8_h2p0_cbaseline_kbaseline_seed1,8,2.0,baseline,baseline,1,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,60,120,2560,5156,6,2,0,20648,4,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_120_a280_s1_r21_u8_h2p0_cbaseline_kbaseline_seed1,bytecode_helper_checkpoint_braid_120_a280_s1,0.06707429990638047,20947.626454210018,True,True,,,,True,2773,842,1931,3202,1450,842,608,8,280,0.33241379310344826,
u8_h2p0_cbaseline_kflattened,u8_h2p0_cbaseline_kflattened_seed0,8,2.0,baseline,flattened,0,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,60,120,2560,8068,6,2,728,20672,2916,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_120_a280_s0_r21_u8_h2p0_cbaseline_kflattened_seed0,bytecode_helper_checkpoint_braid_120_a280_s0,0.2565043999347836,41953.61464422368,True,True,,,,True,4229,842,3387,6114,2906,842,2064,8,20672,0.2508602890571232,"flattened_hot_address_target,low_hottest_address_share_observed"
u8_h2p0_cbaseline_kflattened,u8_h2p0_cbaseline_kflattened_seed1,8,2.0,baseline,flattened,1,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,60,120,2560,8068,6,2,728,20680,2916,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_120_a280_s1_r21_u8_h2p0_cbaseline_kflattened_seed1,bytecode_helper_checkpoint_braid_120_a280_s1,0.21549629990477115,35246.368973629564,True,True,,,,True,4229,842,3387,6114,2906,842,2064,8,20680,0.2508602890571232,"flattened_hot_address_target,low_hottest_address_share_observed"
u8_h2p0_cplus_one_kbaseline,u8_h2p0_cplus_one_kbaseline_seed0,8,2.0,plus_one,baseline,0,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,60,120,2560,5158,6,2,0,20704,4,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_120_a280_s0_r21_u8_h2p0_cplus_one_kbaseline_seed0,bytecode_helper_checkpoint_braid_120_a280_s0,0.07601060008164495,23723.657953072707,True,True,,,,True,2773,842,1931,3204,1450,842,608,8,280,0.33241379310344826,plus_one_checkpoint_depth
u8_h2p0_cplus_one_kbaseline,u8_h2p0_cplus_one_kbaseline_seed1,8,2.0,plus_one,baseline,1,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,60,120,2560,5158,6,2,0,20712,4,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_120_a280_s1_r21_u8_h2p0_cplus_one_kbaseline_seed1,bytecode_helper_checkpoint_braid_120_a280_s1,0.1613485999405384,50358.48936970611,True,True,,,,True,2773,842,1931,3204,1450,842,608,8,280,0.33241379310344826,plus_one_checkpoint_depth
u8_h2p0_cplus_one_kflattened,u8_h2p0_cplus_one_kflattened_seed0,8,2.0,plus_one,flattened,0,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,60,120,2560,8070,6,2,728,20736,2916,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_120_a280_s0_r21_u8_h2p0_cplus_one_kflattened_seed0,bytecode_helper_checkpoint_braid_120_a280_s0,0.23965050000697374,39184.18901356667,True,True,,,,True,4229,842,3387,6116,2906,842,2064,8,20736,0.2508602890571232,"plus_one_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
u8_h2p0_cplus_one_kflattened,u8_h2p0_cplus_one_kflattened_seed1,8,2.0,plus_one,flattened,1,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,60,120,2560,8070,6,2,728,20744,2916,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_120_a280_s1_r21_u8_h2p0_cplus_one_kflattened_seed1,bytecode_helper_checkpoint_braid_120_a280_s1,0.1552452000323683,25383.453242702468,True,True,,,,True,4229,842,3387,6116,2906,842,2064,8,20744,0.2508602890571232,"plus_one_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h1p0_cbaseline_kbaseline,u12_h1p0_cbaseline_kbaseline_seed0,12,1.0,baseline,baseline,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,100,12800,12838,9,3,0,20768,6,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a128_r21_u12_h1p0_cbaseline_kbaseline_seed0,bytecode_checkpoint_replay_long_100_a128,0.17593080003280193,56172.030661814155,True,True,,,,True,3087,904,2183,3132,1316,904,412,12,128,0.30547112462006076,high_unique_address_target
u12_h1p0_cbaseline_kbaseline,u12_h1p0_cbaseline_kbaseline_seed1,12,1.0,baseline,baseline,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,100,12800,12838,9,3,0,20776,6,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a144_r21_u12_h1p0_cbaseline_kbaseline_seed1,bytecode_checkpoint_replay_long_100_a144,0.084237499977462,26895.75350493678,True,True,,,,True,3087,904,2183,3132,1316,904,412,12,144,0.30547112462006076,high_unique_address_target
u12_h1p0_cbaseline_kflattened,u12_h1p0_cbaseline_kflattened_seed0,12,1.0,baseline,flattened,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,100,12800,15466,9,3,438,20800,2634,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a128_r21_u12_h1p0_cbaseline_kflattened_seed0,bytecode_checkpoint_replay_long_100_a128,0.2533549000509083,43985.2257032827,True,True,,,,True,4401,904,3497,5760,2630,904,1726,12,20800,0.16692015209125474,"high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h1p0_cbaseline_kflattened,u12_h1p0_cbaseline_kflattened_seed1,12,1.0,baseline,flattened,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,100,12800,15466,9,3,438,20808,2634,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a144_r21_u12_h1p0_cbaseline_kflattened_seed1,bytecode_checkpoint_replay_long_100_a144,0.24989300000015646,43384.20138891605,True,True,,,,True,4401,904,3497,5760,2630,904,1726,12,20808,0.16692015209125474,"high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h1p0_cplus_one_kbaseline,u12_h1p0_cplus_one_kbaseline_seed0,12,1.0,plus_one,baseline,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,100,12800,12840,9,3,0,20832,6,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a128_r21_u12_h1p0_cplus_one_kbaseline_seed0,bytecode_checkpoint_replay_long_100_a128,0.08015089994296432,25574.633038597418,True,True,,,,True,3087,904,2183,3134,1316,904,412,12,128,0.30547112462006076,"high_unique_address_target,plus_one_checkpoint_depth"
u12_h1p0_cplus_one_kbaseline,u12_h1p0_cplus_one_kbaseline_seed1,12,1.0,plus_one,baseline,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,100,12800,12840,9,3,0,20840,6,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a144_r21_u12_h1p0_cplus_one_kbaseline_seed1,bytecode_checkpoint_replay_long_100_a144,0.08124879992101341,25924.95211263989,True,True,,,,True,3087,904,2183,3134,1316,904,412,12,144,0.30547112462006076,"high_unique_address_target,plus_one_checkpoint_depth"
u12_h1p0_cplus_one_kflattened,u12_h1p0_cplus_one_kflattened_seed0,12,1.0,plus_one,flattened,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,100,12800,15468,9,3,438,20864,2634,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a128_r21_u12_h1p0_cplus_one_kflattened_seed0,bytecode_checkpoint_replay_long_100_a128,0.15779750002548099,27385.890320284794,True,True,,,,True,4401,904,3497,5762,2630,904,1726,12,20864,0.16692015209125474,"high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h1p0_cplus_one_kflattened,u12_h1p0_cplus_one_kflattened_seed1,12,1.0,plus_one,flattened,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,100,12800,15468,9,3,438,20872,2634,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a144_r21_u12_h1p0_cplus_one_kflattened_seed1,bytecode_checkpoint_replay_long_100_a144,0.23562549997586757,40893.005896540715,True,True,,,,True,4401,904,3497,5762,2630,904,1726,12,20872,0.16692015209125474,"high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h1p5_cbaseline_kbaseline,u12_h1p5_cbaseline_kbaseline_seed0,12,1.5,baseline,baseline,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,150,12800,19238,9,3,0,20896,6,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_150_a128_r21_u12_h1p5_cbaseline_kbaseline_seed0,bytecode_checkpoint_replay_long_150_a128,0.2348551000468433,50139.85910479148,True,True,,,,True,4623,1354,3269,4684,1966,1354,612,12,128,0.306205493387589,high_unique_address_target
u12_h1p5_cbaseline_kbaseline,u12_h1p5_cbaseline_kbaseline_seed1,12,1.5,baseline,baseline,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,150,12800,19238,9,3,0,20904,6,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_150_a144_r21_u12_h1p5_cbaseline_kbaseline_seed1,bytecode_checkpoint_replay_long_150_a144,0.1653264999622479,35296.00767767889,True,True,,,,True,4623,1354,3269,4684,1966,1354,612,12,144,0.306205493387589,high_unique_address_target
u12_h1p5_cbaseline_kflattened,u12_h1p5_cbaseline_kflattened_seed0,12,1.5,baseline,flattened,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,150,12800,23180,9,3,657,20928,3948,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_150_a128_r21_u12_h1p5_cbaseline_kflattened_seed0,bytecode_checkpoint_replay_long_150_a128,0.37121549993753433,43034.48874768541,True,True,,,,True,6594,1354,5240,8626,3937,1354,2583,12,20928,0.16713233426466853,"high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h1p5_cbaseline_kflattened,u12_h1p5_cbaseline_kflattened_seed1,12,1.5,baseline,flattened,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,150,12800,23180,9,3,657,20936,3948,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_150_a144_r21_u12_h1p5_cbaseline_kflattened_seed1,bytecode_checkpoint_replay_long_150_a144,0.31352079997304827,36346.023646307476,True,True,,,,True,6594,1354,5240,8626,3937,1354,2583,12,20936,0.16713233426466853,"high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h1p5_cplus_one_kbaseline,u12_h1p5_cplus_one_kbaseline_seed0,12,1.5,plus_one,baseline,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,150,12800,19240,9,3,0,20960,6,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_150_a128_r21_u12_h1p5_cplus_one_kbaseline_seed0,bytecode_checkpoint_replay_long_150_a128,0.11291879997588694,24097.05505247267,True,True,,,,True,4623,1354,3269,4686,1966,1354,612,12,128,0.306205493387589,"high_unique_address_target,plus_one_checkpoint_depth"
u12_h1p5_cplus_one_kbaseline,u12_h1p5_cplus_one_kbaseline_seed1,12,1.5,plus_one,baseline,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,150,12800,19240,9,3,0,20968,6,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_150_a144_r21_u12_h1p5_cplus_one_kbaseline_seed1,bytecode_checkpoint_replay_long_150_a144,0.20618740003556013,44000.725573102885,True,True,,,,True,4623,1354,3269,4686,1966,1354,612,12,144,0.306205493387589,"high_unique_address_target,plus_one_checkpoint_depth"
u12_h1p5_cplus_one_kflattened,u12_h1p5_cplus_one_kflattened_seed0,12,1.5,plus_one,flattened,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,150,12800,23182,9,3,657,20992,3948,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_150_a128_r21_u12_h1p5_cplus_one_kflattened_seed0,bytecode_checkpoint_replay_long_150_a128,0.29990610003005713,34759.631436028874,True,True,,,,True,6594,1354,5240,8628,3937,1354,2583,12,20992,0.16713233426466853,"high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h1p5_cplus_one_kflattened,u12_h1p5_cplus_one_kflattened_seed1,12,1.5,plus_one,flattened,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,150,12800,23182,9,3,657,21000,3948,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_150_a144_r21_u12_h1p5_cplus_one_kflattened_seed1,bytecode_checkpoint_replay_long_150_a144,0.3166681999573484,36702.38757039272,True,True,,,,True,6594,1354,5240,8628,3937,1354,2583,12,21000,0.16713233426466853,"high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h2p0_cbaseline_kbaseline,u12_h2p0_cbaseline_kbaseline_seed0,12,2.0,baseline,baseline,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,200,12800,25638,9,3,0,21024,6,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_200_a128_r21_u12_h2p0_cbaseline_kbaseline_seed0,bytecode_checkpoint_replay_long_200_a128,0.22385599999688566,35908.88674958063,True,True,,,,True,6155,1804,4351,6234,2616,1804,812,12,128,0.3065749235474006,high_unique_address_target
u12_h2p0_cbaseline_kbaseline,u12_h2p0_cbaseline_kbaseline_seed1,12,2.0,baseline,baseline,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,200,12800,25638,9,3,0,21032,6,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_200_a144_r21_u12_h2p0_cbaseline_kbaseline_seed1,bytecode_checkpoint_replay_long_200_a144,0.2425145999295637,38901.92491651647,True,True,,,,True,6155,1804,4351,6234,2616,1804,812,12,144,0.3065749235474006,high_unique_address_target
u12_h2p0_cbaseline_kflattened,u12_h2p0_cbaseline_kflattened_seed0,12,2.0,baseline,flattened,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,200,12800,30894,9,3,876,21056,5262,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_200_a128_r21_u12_h2p0_cbaseline_kflattened_seed0,bytecode_checkpoint_replay_long_200_a128,0.37539509998168796,32671.46213939843,True,True,,,,True,8783,1804,6979,11490,5244,1804,3440,12,21056,0.16723874904652936,"high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h2p0_cbaseline_kflattened,u12_h2p0_cbaseline_kflattened_seed1,12,2.0,baseline,flattened,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,200,12800,30894,9,3,876,21064,5262,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_200_a144_r21_u12_h2p0_cbaseline_kflattened_seed1,bytecode_checkpoint_replay_long_200_a144,0.369035099982284,32117.93733527276,True,True,,,,True,8783,1804,6979,11490,5244,1804,3440,12,21064,0.16723874904652936,"high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h2p0_cplus_one_kbaseline,u12_h2p0_cplus_one_kbaseline_seed0,12,2.0,plus_one,baseline,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,200,12800,25640,9,3,0,21088,6,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_200_a128_r21_u12_h2p0_cplus_one_kbaseline_seed0,bytecode_checkpoint_replay_long_200_a128,0.23322679998818785,37400.06414178766,True,True,,,,True,6155,1804,4351,6236,2616,1804,812,12,128,0.3065749235474006,"high_unique_address_target,plus_one_checkpoint_depth"
u12_h2p0_cplus_one_kbaseline,u12_h2p0_cplus_one_kbaseline_seed1,12,2.0,plus_one,baseline,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,200,12800,25640,9,3,0,21096,6,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_200_a144_r21_u12_h2p0_cplus_one_kbaseline_seed1,bytecode_checkpoint_replay_long_200_a144,0.1513911000220105,24276.95638582593,True,True,,,,True,6155,1804,4351,6236,2616,1804,812,12,144,0.3065749235474006,"high_unique_address_target,plus_one_checkpoint_depth"
u12_h2p0_cplus_one_kflattened,u12_h2p0_cplus_one_kflattened_seed0,12,2.0,plus_one,flattened,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,200,12800,30896,9,3,876,21120,5262,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_200_a128_r21_u12_h2p0_cplus_one_kflattened_seed0,bytecode_checkpoint_replay_long_200_a128,0.37608560000080615,32725.86146891804,True,True,,,,True,8783,1804,6979,11492,5244,1804,3440,12,21120,0.16723874904652936,"high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
u12_h2p0_cplus_one_kflattened,u12_h2p0_cplus_one_kflattened_seed1,12,2.0,plus_one,flattened,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,200,12800,30896,9,3,876,21128,5262,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_200_a144_r21_u12_h2p0_cplus_one_kflattened_seed1,bytecode_checkpoint_replay_long_200_a144,0.451731099979952,39308.31012704072,True,True,,,,True,8783,1804,6979,11492,5244,1804,3440,12,21128,0.16723874904652936,"high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
u16_h1p0_cbaseline_kbaseline,u16_h1p0_cbaseline_kbaseline_seed0,16,1.0,baseline,baseline,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,100,12800,12846,9,7,0,21152,14,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a128_r21_u16_h1p0_cbaseline_kbaseline_seed0,bytecode_checkpoint_replay_long_100_a128,0.07284839998465031,23200.1273836466,True,True,,,,True,3091,904,2187,3140,1320,904,416,16,128,0.30454545454545456,high_unique_address_target
u16_h1p0_cbaseline_kbaseline,u16_h1p0_cbaseline_kbaseline_seed1,16,1.0,baseline,baseline,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,100,12800,12846,9,7,0,21160,14,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a144_r21_u16_h1p0_cbaseline_kbaseline_seed1,bytecode_checkpoint_replay_long_100_a144,0.06073269993066788,19341.62418174136,True,True,,,,True,3091,904,2187,3140,1320,904,416,16,144,0.30454545454545456,high_unique_address_target
u16_h1p0_cbaseline_kflattened,u16_h1p0_cbaseline_kflattened_seed0,16,1.0,baseline,flattened,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,100,12800,15478,9,7,188,21184,2646,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a128_r21_u16_h1p0_cbaseline_kflattened_seed0,bytecode_checkpoint_replay_long_100_a128,0.12781779991928488,22144.455980472085,True,True,,,,True,4407,904,3503,5772,2636,904,1732,16,128,0.15250379362670713,"high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed"
u16_h1p0_cbaseline_kflattened,u16_h1p0_cbaseline_kflattened_seed1,16,1.0,baseline,flattened,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,100,12800,15478,9,7,188,21192,2646,0,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a144_r21_u16_h1p0_cbaseline_kflattened_seed1,bytecode_checkpoint_replay_long_100_a144,0.19101419998332858,33093.24324035492,True,True,,,,True,4407,904,3503,5772,2636,904,1732,16,144,0.15250379362670713,"high_unique_address_target,flattened_hot_address_target,low_hottest_address_share_observed"
u16_h1p0_cplus_one_kbaseline,u16_h1p0_cplus_one_kbaseline_seed0,16,1.0,plus_one,baseline,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,100,12800,12848,9,7,0,21216,14,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a128_r21_u16_h1p0_cplus_one_kbaseline_seed0,bytecode_checkpoint_replay_long_100_a128,0.07484050001949072,23819.38256508298,True,True,,,,True,3091,904,2187,3142,1320,904,416,16,128,0.30454545454545456,"high_unique_address_target,plus_one_checkpoint_depth"
u16_h1p0_cplus_one_kbaseline,u16_h1p0_cplus_one_kbaseline_seed1,16,1.0,plus_one,baseline,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,100,12800,12848,9,7,0,21224,14,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a144_r21_u16_h1p0_cplus_one_kbaseline_seed1,bytecode_checkpoint_replay_long_100_a144,0.1524574999930337,48522.437935402195,True,True,,,,True,3091,904,2187,3142,1320,904,416,16,144,0.30454545454545456,"high_unique_address_target,plus_one_checkpoint_depth"
u16_h1p0_cplus_one_kflattened,u16_h1p0_cplus_one_kflattened_seed0,16,1.0,plus_one,flattened,0,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,100,100,12800,15480,9,7,188,21248,2646,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a128_r21_u16_h1p0_cplus_one_kflattened_seed0,bytecode_checkpoint_replay_long_100_a128,0.1332503999583423,23077.65846178426,True,True,,,,True,4407,904,3503,5774,2636,904,1732,16,128,0.15250379362670713,"high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
u16_h1p0_cplus_one_kflattened,u16_h1p0_cplus_one_kflattened_seed1,16,1.0,plus_one,flattened,1,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,100,100,12800,15480,9,7,188,21256,2646,1,r20_d0_runtime_mechanism_ablation_matrix,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_100_a144_r21_u16_h1p0_cplus_one_kflattened_seed1,bytecode_checkpoint_replay_long_100_a144,0.12527209997642785,21695.895389059206,True,True,,,,True,4407,904,3503,5774,2636,904,1732,16,144,0.15250379362670713,"high_unique_address_target,plus_one_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
